suburb,point
Near South Side,"41.8641,-87.6237"
West Town,"41.9007,-87.6626"
Lake View,"41.9395,-87.6637"
Near West Side,"41.8776,-87.6496"
Loop,"41.8908,-87.6186"
Lake View,"41.9616,-87.6663"
Lake View,"41.9528,-87.65"
Lake View,"41.9395,-87.6637"
Lake View,"41.9507,-87.6687"
Lincoln Park,"41.9215,-87.6538"
,"41.8999,-87.6344"
Logan Square,"41.9175,-87.7018"
Edgewater,"41.9948,-87.6603"
Loop,"41.8679,-87.623"
Lake View,"41.9397,-87.6589"
Lake View,"41.9436,-87.649"
Near South Side,"41.8514,-87.6188"
,"41.8915,-87.6268"
Loop,"41.8864,-87.6175"
Lake View,"41.9408,-87.6392"
,"41.9026,-87.6277"
Lake View,"41.9437,-87.664"
Loop,"41.8772,-87.6278"
West Town,"41.9129,-87.6642"
Loop,"41.8846,-87.6319"
Near West Side,"41.8856,-87.6418"
Lincoln Park,"41.9117,-87.6268"
Near North Side,"41.8967,-87.6357"
Lincoln Park,"41.9314,-87.6386"
West Town,"41.903,-87.6838"
Lincoln Park,"41.9157,-87.6346"
Near West Side,"41.8793,-87.6399"
,"41.8963,-87.6238"
Near West Side,"41.8746,-87.657"
Uptown,"41.9671,-87.6675"
Hyde Park,"41.7996,-87.5948"
Near West Side,"41.8793,-87.6399"
Lincoln Park,"41.9291,-87.6491"
Lincoln Park,"41.9117,-87.6268"
,"41.903,-87.6313"
Loop,"41.8675,-87.6322"
Armour Square,"41.8428,-87.6355"
,"41.8945,-87.6178"
Near North Side,"41.9002,-87.643"
,"41.8966,-87.6306"
Rogers Park,"42.0106,-87.6624"
Near West Side,"41.8782,-87.6414"
,"41.901,-87.6238"
Lincoln Park,"41.9106,-87.6532"
Lincoln Park,"41.9263,-87.6308"
Lincoln Park,"41.9259,-87.639"
,"41.9076,-87.6386"
Lake View,"41.9437,-87.649"
,"41.8999,-87.6344"
,"42.0258,-87.6841"
Logan Square,"41.916,-87.6773"
Hyde Park,"41.7993,-87.601"
Lincoln Park,"41.912,-87.6349"
Lake View,"41.9437,-87.664"
Near South Side,"41.8526,-87.6265"
Near North Side,"41.8941,-87.6291"
West Town,"41.9126,-87.6814"
Lincoln Park,"41.9256,-87.6537"
Loop,"41.881,-87.6167"
Near West Side,"41.8717,-87.651"
West Town,"41.9094,-87.6777"
Near North Side,"41.894,-87.6293"
Lincoln Park,"41.9147,-87.6433"
,"41.8923,-87.612"
,"41.8923,-87.612"
Lake View,"41.9408,-87.6392"
,"41.9067,-87.6348"
Lincoln Park,"41.9183,-87.6363"
Lake View,"41.9365,-87.6476"
Lincoln Park,"41.9114,-87.6387"
Lake View,"41.9542,-87.6544"
Loop,"41.8726,-87.6239"
Lincoln Park,"41.9181,-87.6437"
West Town,"41.9034,-87.6678"
Near South Side,"41.8641,-87.6237"
West Town,"41.8996,-87.6677"
West Town,"41.8964,-87.6541"
Loop,"41.8847,-87.6195"
West Town,"41.8887,-87.6445"
,"41.8943,-87.6228"
Lincoln Park,"41.9313,-87.6387"
Lincoln Park,"41.9137,-87.6529"
Lincoln Park,"41.9263,-87.6308"
West Town,"41.9071,-87.6672"
West Town,"41.9076,-87.6724"
Lincoln Square,"41.963,-87.6848"
,"41.9067,-87.6348"
Lower West Side,"41.8538,-87.6466"
Loop,"41.881,-87.6167"
,"41.8923,-87.612"
Near West Side,"41.8747,-87.6498"
Lincoln Park,"41.9288,-87.6639"
Lake View,"41.9491,-87.6486"
Near North Side,"41.894,-87.6293"
Lincoln Park,"41.9222,-87.6389"
Near South Side,"41.8643,-87.6235"
Lincoln Park,"41.9256,-87.6538"
,"41.8975,-87.6284"
West Town,"41.9006,-87.6626"
Lincoln Park,"41.9312,-87.6443"
Rogers Park,"41.9993,-87.6714"
,"41.899,-87.6299"
Loop,"41.8782,-87.6354"
Lincoln Park,"41.9113,-87.6386"
Lake View,"41.9491,-87.6486"
,"41.8313,-87.6088"
Lincoln Park,"41.9239,-87.6358"
Near North Side,"41.8958,-87.6259"
Loop,"41.8846,-87.6319"
West Town,"41.8984,-87.6867"
Loop,"41.8864,-87.6175"
Near North Side,"41.894,-87.6417"
,"41.8945,-87.6178"
,"41.8915,-87.6268"
Lake View,"41.9402,-87.653"
Near South Side,"41.8641,-87.6237"
,"41.908,-87.6315"
Lake View,"41.9495,-87.6465"
West Town,"41.9103,-87.6701"
Lincoln Square,"41.963,-87.6848"
Hyde Park,"41.7943,-87.6014"
Lake View,"41.9455,-87.6464"
Uptown,"41.9617,-87.6546"
Lincoln Park,"41.926,-87.6493"
Loop,"41.8908,-87.6186"
Loop,"41.881,-87.6241"
Lake View,"41.9528,-87.6499"
Near West Side,"41.8834,-87.6412"
Loop,"41.884,-87.6247"
Near West Side,"41.8819,-87.6488"
Logan Square,"41.9175,-87.7018"
,"41.903,-87.6313"
Near North Side,"41.8947,-87.6384"
Near South Side,"41.8672,-87.6154"
Lincoln Park,"41.9326,-87.6364"
Lincoln Park,"41.9263,-87.6308"
,"41.901,-87.6238"
West Town,"41.8887,-87.6445"
,"41.9097,-87.6481"
Lake View,"41.9528,-87.65"
,"41.8906,-87.6221"
,"41.9067,-87.6348"
Lake View,"41.9363,-87.6527"
Loop,"41.8728,-87.624"
Lake View,"41.9401,-87.653"
Loop,"41.875,-87.6331"
Uptown,"41.967,-87.6674"
Lincoln Park,"41.9114,-87.6387"
Lake View,"41.9455,-87.6464"
Uptown,"41.9617,-87.6546"
Lincoln Park,"41.9118,-87.6348"
,"41.8923,-87.612"
Loop,"41.8817,-87.625"
West Town,"41.9105,-87.6824"
Lake View,"41.9507,-87.6687"
Near South Side,"41.8672,-87.626"
,"41.901,-87.6238"
Uptown,"41.9658,-87.6454"
Near North Side,"41.8918,-87.6206"
Lake View,"41.9326,-87.6659"
Near West Side,"41.8835,-87.6413"
Near West Side,"41.8793,-87.6399"
Near North Side,"41.8941,-87.6291"
Lincoln Park,"41.9121,-87.6347"
Near North Side,"41.8918,-87.6206"
Uptown,"41.964,-87.6382"
Near South Side,"41.8672,-87.6154"
Lake View,"41.9433,-87.671"
Lincoln Park,"41.9326,-87.6364"
Armour Square,"41.8531,-87.6319"
Near North Side,"41.8958,-87.6259"
Loop,"41.8813,-87.6295"
West Town,"41.8958,-87.6772"
Lincoln Square,"41.9756,-87.7014"
Lincoln Square,"41.9632,-87.6793"
West Town,"41.8887,-87.6445"
Near West Side,"41.873,-87.6691"
Lincoln Park,"41.9259,-87.6492"
Lake View,"41.9445,-87.6547"
,"41.8923,-87.612"
Lake View,"41.94,-87.64"
Loop,"41.8827,-87.6325"
Logan Square,"41.9159,-87.6774"
Lincoln Park,"41.9256,-87.6537"
Lake View,"41.9402,-87.653"
Near West Side,"41.8834,-87.6412"
Lincoln Park,"41.9183,-87.6363"
Near West Side,"41.8818,-87.6488"
West Town,"41.8984,-87.6866"
Near North Side,"41.8947,-87.6384"
Hyde Park,"41.7915,-87.5999"
Lake View,"41.9408,-87.6392"
Lake View,"41.9544,-87.648"
Lincoln Park,"41.9218,-87.6441"
Near West Side,"41.8855,-87.6523"
Lake View,"41.9547,-87.6739"
,"41.9542,-87.686"
Loop,"41.8868,-87.6223"
Lincoln Park,"41.9032,-87.6343"
Near North Side,"41.8958,-87.6259"
,"41.8882,-87.6364"
Lake View,"41.9481,-87.6641"
Uptown,"41.9671,-87.6674"
Lake View,"41.9367,-87.6368"
West Town,"41.9031,-87.6739"
Lincoln Park,"41.9259,-87.639"
Uptown,"41.9738,-87.6597"
,"41.8915,-87.6268"
Near South Side,"41.8563,-87.6134"
,"41.9029,-87.6377"
Uptown,"41.9658,-87.6454"
Lincoln Park,"41.9256,-87.6537"
Lincoln Park,"41.9117,-87.6268"
West Town,"41.896,-87.6678"
Irving Park,"41.9522,-87.698"
West Town,"41.9013,-87.6774"
Loop,"41.881,-87.6167"
,"41.8968,-87.6309"
Loop,"41.881,-87.6241"
Logan Square,"41.9201,-87.6779"
Near West Side,"41.8821,-87.6398"
Lincoln Park,"41.9253,-87.6658"
Loop,"41.8778,-87.6241"
Near West Side,"41.8841,-87.6568"
Near West Side,"41.8837,-87.6487"
West Town,"41.903,-87.6838"
Uptown,"41.9733,-87.6679"
Lincoln Park,"41.9288,-87.6639"
Near West Side,"41.8856,-87.6418"
Loop,"41.8846,-87.6319"
Lincoln Park,"41.912,-87.6349"
Near North Side,"41.8978,-87.6429"
Loop,"41.8778,-87.6241"
,"41.9467,-87.6834"
Lincoln Park,"41.9183,-87.6363"
Loop,"41.887,-87.6128"
Lincoln Park,"41.9256,-87.6584"
Loop,"41.8782,-87.6319"
Hyde Park,"41.7993,-87.601"
Loop,"41.8847,-87.628"
Lincoln Park,"41.9268,-87.6344"
West Town,"41.8913,-87.6768"
Near South Side,"41.8514,-87.6188"
,"41.8899,-87.6366"
West Town,"41.9077,-87.6726"
West Town,"41.9031,-87.6739"
Near West Side,"41.8767,-87.6442"
Lincoln Park,"41.9032,-87.6343"
East Garfield Park,"41.8844,-87.6964"
Lake View,"41.9367,-87.6368"
Loop,"41.8813,-87.6241"
Lake View,"41.9376,-87.6441"
Lincoln Park,"41.9325,-87.6529"
Near West Side,"41.8703,-87.6395"
,"41.9023,-87.6277"
Douglas,"41.8347,-87.6258"
Loop,"41.8846,-87.6319"
West Town,"41.9126,-87.6814"
,"41.9079,-87.6317"
,"41.9023,-87.6277"
West Town,"41.9104,-87.6972"
Near North Side,"41.894,-87.6293"
Uptown,"41.9617,-87.6546"
,"41.89,-87.6366"
Douglas,"41.831,-87.6268"
Near West Side,"41.8648,-87.6471"
Loop,"41.8846,-87.6319"
Near West Side,"41.8748,-87.6864"
Lake View,"41.9571,-87.6642"
Lake View,"41.9408,-87.6392"
Lincoln Park,"41.9183,-87.6363"
Lincoln Park,"41.9117,-87.6268"
Near North Side,"41.8978,-87.6429"
Lake View,"41.9455,-87.6464"
Lincoln Park,"41.9183,-87.6363"
Loop,"41.8869,-87.626"
Lake View,"41.9433,-87.671"
,"41.899,-87.6299"
Loop,"41.886,-87.6241"
West Town,"41.8961,-87.6678"
,"41.8958,-87.6201"
,"41.8915,-87.6268"
Lake View,"41.9491,-87.6486"
Loop,"41.8813,-87.6295"
,"41.901,-87.6238"
Near South Side,"41.8457,-87.6225"
Hyde Park,"41.7953,-87.5965"
Lake View,"41.9394,-87.6684"
,"41.8922,-87.612"
West Town,"41.9094,-87.6777"
Near West Side,"41.8722,-87.6615"
Edgewater,"41.984,-87.6523"
Lincoln Park,"41.9032,-87.6343"
Lower West Side,"41.8576,-87.6615"
Loop,"41.886,-87.6352"
,"41.8892,-87.6385"
,"41.9106,-87.6494"
Loop,"41.881,-87.6241"
Near North Side,"41.8986,-87.6219"
Loop,"41.8765,-87.6205"
Lincoln Park,"41.9121,-87.6317"
West Town,"41.9105,-87.6896"
Lincoln Park,"41.912,-87.6319"
Near North Side,"41.8967,-87.6357"
,"41.9023,-87.6277"
Hegewisch,"41.6591,-87.5508"
,"41.8943,-87.6228"
Albany Park,"41.9612,-87.7166"
Near West Side,"41.8776,-87.6496"
Lincoln Park,"41.9032,-87.6343"
West Town,"41.9013,-87.6774"
West Town,"41.9104,-87.6972"
West Town,"41.9013,-87.6774"
Lincoln Park,"41.9117,-87.6268"
Lincoln Park,"41.9218,-87.6441"
Loop,"41.8793,-87.632"
,"41.8915,-87.6268"
Lincoln Park,"41.9253,-87.6658"
Near West Side,"41.8832,-87.6511"
Near West Side,"41.8759,-87.6408"
Near West Side,"41.8693,-87.6554"
West Ridge,"41.9837,-87.6964"
Lincoln Park,"41.9114,-87.6387"
Near West Side,"41.8837,-87.6487"
Loop,"41.8741,-87.6277"
Lincoln Park,"41.9326,-87.6364"
Lake View,"41.9437,-87.664"
Lake View,"41.9507,-87.6687"
Edgewater,"41.9784,-87.6598"
,"41.8892,-87.6385"
Loop,"41.8842,-87.6296"
Lincoln Park,"41.9157,-87.6346"
Lincoln Park,"41.9157,-87.6346"
Lincoln Park,"41.9259,-87.6493"
Loop,"41.8858,-87.6355"
Lake View,"41.9397,-87.6589"
Near North Side,"41.8986,-87.6219"
Logan Square,"41.9171,-87.7102"
Logan Square,"41.9178,-87.6824"
Loop,"41.8869,-87.626"
Lake View,"41.9495,-87.6465"
Lincoln Park,"41.9295,-87.6431"
Loop,"41.881,-87.6241"
Loop,"41.884,-87.6247"
Near South Side,"41.8566,-87.6275"
,"41.8915,-87.6268"
Lincoln Park,"41.9183,-87.6363"
Lincoln Park,"41.9218,-87.6441"
Hyde Park,"41.7952,-87.5807"
Near North Side,"41.8976,-87.6431"
,"41.8882,-87.6364"
Loop,"41.8765,-87.6205"
Near West Side,"41.8695,-87.6555"
Logan Square,"41.9227,-87.6971"
Rogers Park,"42.001,-87.6612"
Near West Side,"41.8766,-87.6443"
Near North Side,"41.8918,-87.6206"
Lake View,"41.9408,-87.6392"
,"41.9097,-87.6481"
Lincoln Park,"41.9117,-87.6268"
Lincoln Park,"41.9157,-87.6346"
Loop,"41.8721,-87.6296"
,"41.8969,-87.6217"
Loop,"41.8869,-87.626"
Lower West Side,"41.8549,-87.6756"
,"41.8892,-87.6385"
Loop,"41.8847,-87.628"
Lake View,"41.9482,-87.6639"
Logan Square,"41.9164,-87.6667"
Loop,"41.872,-87.6296"
Rogers Park,"42.008,-87.6655"
Near West Side,"41.8818,-87.6488"
Lake View,"41.9437,-87.664"
Near West Side,"41.8859,-87.6671"
Near North Side,"41.8921,-87.6206"
Douglas,"41.8349,-87.6179"
Lincoln Park,"41.9322,-87.6586"
Loop,"41.8908,-87.6186"
Uptown,"41.9617,-87.6546"
Logan Square,"41.9241,-87.6765"
Lincoln Park,"41.9295,-87.6431"
Lincoln Park,"41.9263,-87.6308"
Loop,"41.8786,-87.635"
,"41.8892,-87.6278"
Loop,"41.8803,-87.6352"
Loop,"41.8787,-87.6293"
Lincoln Park,"41.9181,-87.6437"
Logan Square,"41.9171,-87.7102"
New City,"41.8436,-87.6454"
,"41.9009,-87.6236"
Loop,"41.8908,-87.6186"
Lincoln Park,"41.9139,-87.6488"
Lake View,"41.9437,-87.649"
Loop,"41.881,-87.6241"
Lincoln Park,"41.9158,-87.6346"
Logan Square,"41.9201,-87.6779"
Logan Square,"41.9175,-87.7018"
Loop,"41.8762,-87.6244"
Near North Side,"41.891,-87.6355"
Loop,"41.8861,-87.6354"
,"41.8968,-87.6309"
Lake View,"41.9437,-87.649"
,"41.8923,-87.612"
Loop,"41.8782,-87.6319"
,"41.8945,-87.6178"
Loop,"41.881,-87.6167"
,"41.8923,-87.612"
Uptown,"41.9617,-87.6546"
,"41.89,-87.6366"
Lake View,"41.9326,-87.6659"
Lake View,"41.9363,-87.6527"
Lake View,"41.9376,-87.6441"
Loop,"41.881,-87.6241"
,"41.9029,-87.6377"
Lincoln Park,"41.9222,-87.6389"
Lincoln Park,"41.9287,-87.6538"
Near West Side,"41.8717,-87.651"
Lincoln Park,"41.9259,-87.6493"
Near North Side,"41.894,-87.6293"
Lincoln Park,"41.9137,-87.6529"
Near West Side,"41.8846,-87.6446"
Lincoln Park,"41.9117,-87.6268"
,"41.901,-87.6238"
Lincoln Park,"41.9183,-87.6363"
West Town,"41.89,-87.65"
Lake View,"41.9397,-87.6589"
West Town,"41.8965,-87.661"
Lincoln Park,"41.9218,-87.6441"
Loop,"41.886,-87.6241"
,"41.9069,-87.6262"
Lake View,"41.9437,-87.664"
Lake View,"41.9491,-87.6486"
Armour Square,"41.8531,-87.6319"
West Town,"41.9013,-87.6774"
Near South Side,"41.8604,-87.6258"
Lake View,"41.9326,-87.6659"
Lincoln Park,"41.9319,-87.6779"
Lincoln Park,"41.9182,-87.6569"
,"41.9614,-87.6762"
,"41.9106,-87.6494"
Near North Side,"41.8941,-87.6294"
Lincoln Square,"41.9689,-87.684"
Lake View,"41.9376,-87.6441"
Grand Boulevard,"41.8167,-87.6194"
Near West Side,"41.8832,-87.6511"
Lincoln Park,"41.9263,-87.6308"
,"41.8892,-87.6278"
Lake View,"41.9494,-87.6545"
Woodlawn,"41.7804,-87.5914"
Grand Boulevard,"41.823,-87.6266"
Lincoln Park,"41.9121,-87.6347"
West Town,"41.9077,-87.6726"
Near West Side,"41.8772,-87.6394"
,"41.908,-87.6315"
Lincoln Park,"41.9326,-87.6364"
Lake View,"41.9528,-87.65"
Lincoln Park,"41.9263,-87.6308"
Loop,"41.881,-87.6167"
Lake View,"41.9482,-87.6639"
Lincoln Park,"41.9147,-87.6433"
Lincoln Park,"41.9114,-87.6387"
,"41.8923,-87.6122"
Armour Square,"41.8385,-87.6354"
Lincoln Park,"41.9287,-87.6538"
,"41.8923,-87.612"
Near West Side,"41.8778,-87.6548"
West Town,"41.9094,-87.6777"
West Town,"41.9105,-87.6896"
Armour Square,"41.8495,-87.6406"
Lincoln Park,"41.9263,-87.6308"
West Town,"41.9094,-87.6778"
Lincoln Park,"41.9291,-87.6491"
Lincoln Square,"41.9659,-87.6936"
Near South Side,"41.8526,-87.6265"
West Town,"41.8887,-87.6445"
Logan Square,"41.9202,-87.6927"
Lake View,"41.9437,-87.649"
Lincoln Park,"41.9147,-87.6433"
Loop,"41.8721,-87.6296"
Lincoln Park,"41.9295,-87.6431"
Near South Side,"41.8672,-87.626"
West Town,"41.9007,-87.6626"
,"41.903,-87.6313"
Edgewater,"41.9948,-87.6603"
Lake View,"41.94,-87.64"
Edgewater,"41.978,-87.668"
Washington Park,"41.7916,-87.6078"
Irving Park,"41.9471,-87.74"
Near West Side,"41.8856,-87.6418"
Near South Side,"41.8641,-87.6237"
,"42.0326,-87.6791"
Loop,"41.8862,-87.6303"
,"41.9097,-87.6481"
,"41.8982,-87.6375"
Near South Side,"41.8576,-87.6194"
Lower West Side,"41.8392,-87.6656"
Lake View,"41.9433,-87.671"
Edgewater,"41.984,-87.6523"
,"41.8926,-87.6145"
Near West Side,"41.8748,-87.6498"
Near West Side,"41.8743,-87.6396"
Lincoln Square,"41.969,-87.696"
Lincoln Park,"41.9032,-87.6343"
Lincoln Square,"41.9664,-87.6887"
Near West Side,"41.8772,-87.6394"
Lincoln Park,"41.9239,-87.6358"
,"41.8923,-87.612"
Loop,"41.8721,-87.6296"
West Town,"41.8956,-87.6721"
Uptown,"41.9617,-87.6546"
Lincoln Park,"41.9117,-87.6268"
Loop,"41.8821,-87.6251"
Lake View,"41.9454,-87.6465"
Near South Side,"41.8671,-87.6259"
Lincoln Park,"41.9208,-87.6637"
Loop,"41.8908,-87.6186"
Near South Side,"41.8672,-87.6154"
Lincoln Park,"41.9259,-87.639"
Loop,"41.8808,-87.6295"
Loop,"41.884,-87.6247"
Near West Side,"41.8702,-87.6394"
West Town,"41.8964,-87.6541"
,"41.903,-87.6313"
Logan Square,"41.9171,-87.7102"
Near North Side,"41.8958,-87.6259"
Near West Side,"41.8856,-87.6418"
Lincoln Park,"41.9222,-87.6389"
West Town,"41.9126,-87.6814"
Lake View,"41.9361,-87.6698"
Lincoln Park,"41.9032,-87.6343"
Uptown,"41.9579,-87.6495"
Uptown,"41.9716,-87.6502"
Near South Side,"41.8653,-87.6179"
Near North Side,"41.891,-87.6355"
Lincoln Park,"41.9287,-87.6538"
Lake View,"41.9491,-87.6486"
,"41.8943,-87.6228"
Loop,"41.8708,-87.6312"
West Town,"41.9078,-87.6858"
Loop,"41.887,-87.6128"
Loop,"41.881,-87.6241"
,"41.8982,-87.6375"
Lincoln Park,"41.9158,-87.6347"
,"41.8945,-87.6178"
Loop,"41.8793,-87.632"
Near West Side,"41.8841,-87.6568"
Armour Square,"41.8531,-87.6319"
Lake View,"41.9395,-87.6681"
West Town,"41.9071,-87.6672"
Lincoln Park,"41.9263,-87.6308"
,"41.8945,-87.6178"
Near West Side,"41.8798,-87.6861"
Loop,"41.8847,-87.6195"
Near North Side,"41.8978,-87.6429"
Lake View,"41.9401,-87.6455"
Logan Square,"41.9202,-87.6927"
Hyde Park,"41.7994,-87.601"
,"41.9394,-87.6833"
Loop,"41.8772,-87.6278"
Lake View,"41.9363,-87.6527"
Lincoln Park,"41.9218,-87.6441"
,"41.9023,-87.6277"
Lincoln Park,"41.9325,-87.6528"
,"41.8923,-87.612"
,"41.8926,-87.6145"
West Town,"41.9077,-87.6726"
West Town,"41.8958,-87.6772"
Logan Square,"41.916,-87.6773"
Lincoln Park,"41.9117,-87.6268"
Logan Square,"41.916,-87.6773"
Lake View,"41.9482,-87.6639"
Near West Side,"41.8776,-87.6496"
Lake View,"41.9495,-87.6465"
,"41.8882,-87.6364"
Near North Side,"41.8918,-87.6206"
Near West Side,"41.8819,-87.6488"
Lincoln Park,"41.9208,-87.6637"
Uptown,"41.9671,-87.6675"
Lake View,"41.9357,-87.6636"
,"41.8926,-87.6143"
West Town,"41.9029,-87.6873"
Lake View,"41.9542,-87.6644"
Lake View,"41.9394,-87.6684"
Lincoln Park,"41.9139,-87.6488"
Lincoln Park,"41.9119,-87.6321"
Loop,"41.8813,-87.6295"
Uptown,"41.961,-87.6496"
,"41.8921,-87.6121"
New City,"41.8306,-87.6413"
Near North Side,"41.8958,-87.6259"
Lake View,"41.9408,-87.6392"
Near North Side,"41.9035,-87.6434"
,"41.8945,-87.6178"
Hyde Park,"41.7995,-87.5864"
Near South Side,"41.8672,-87.6154"
,"41.9067,-87.6348"
Loop,"41.8813,-87.6295"
Avondale,"41.9394,-87.7116"
Near North Side,"41.9002,-87.643"
Lincoln Park,"41.926,-87.6391"
,"41.8923,-87.612"
West Town,"41.9077,-87.6726"
,"41.908,-87.6316"
Near West Side,"41.8764,-87.6404"
,"41.8899,-87.6343"
Near West Side,"41.8837,-87.6487"
Near North Side,"41.8891,-87.6275"
Near North Side,"41.8945,-87.6323"
Woodlawn,"41.784,-87.6132"
Loop,"41.8794,-87.6355"
,"41.7187,-87.5969"
,"41.8908,-87.6317"
Loop,"41.886,-87.6309"
Lake View,"41.9367,-87.6368"
Near West Side,"41.8836,-87.6486"
,"41.8911,-87.6317"
West Town,"41.8911,-87.6666"
Loop,"41.8842,-87.6296"
West Town,"41.9103,-87.6701"
Loop,"41.8821,-87.6251"
Lincoln Park,"41.9183,-87.6363"
,"41.8892,-87.6385"
Loop,"41.8772,-87.6278"
Lincoln Park,"41.9295,-87.6431"
Near South Side,"41.8602,-87.6257"
,"41.8947,-87.6344"
Lincoln Park,"41.9117,-87.6268"
,"41.9433,-87.6798"
,"41.8882,-87.6364"
Near North Side,"41.8938,-87.6417"
Uptown,"41.964,-87.6382"
,"41.8994,-87.6484"
Lake View,"41.9494,-87.6545"
Near West Side,"41.8675,-87.6486"
,"41.9028,-87.6316"
,"41.8923,-87.612"
West Town,"41.9101,-87.6824"
Lincoln Park,"41.9114,-87.6387"
West Town,"41.9033,-87.6784"
Near South Side,"41.8672,-87.6154"
Loop,"41.8795,-87.632"
,"41.8923,-87.612"
Lincoln Park,"41.9326,-87.6364"
Loop,"41.881,-87.6167"
Near South Side,"41.8563,-87.6134"
West Town,"41.896,-87.6678"
Uptown,"41.968,-87.65"
Lincoln Park,"41.9117,-87.6268"
Loop,"41.8842,-87.6294"
Near North Side,"41.8904,-87.6261"
Lake View,"41.9494,-87.6545"
Uptown,"41.964,-87.6382"
,"41.9023,-87.6277"
Lincoln Park,"41.9114,-87.6387"
Uptown,"41.9716,-87.6502"
Near West Side,"41.8673,-87.6486"
Near South Side,"41.8672,-87.6154"
,"41.8969,-87.6217"
Lincoln Park,"41.9117,-87.6268"
Lake View,"41.9433,-87.6709"
Lake View,"41.9407,-87.6392"
Lake View,"41.9402,-87.653"
West Town,"41.8918,-87.6588"
Loop,"41.8847,-87.628"
Loop,"41.881,-87.6167"
Loop,"41.881,-87.6167"
West Town,"41.9077,-87.6726"
Lake View,"41.9455,-87.6464"
,"41.9106,-87.6494"
Near West Side,"41.8819,-87.6488"
,"41.8923,-87.612"
West Town,"41.9129,-87.6642"
Lincoln Park,"41.9182,-87.6569"
Douglas,"41.8386,-87.6082"
,"41.8926,-87.6145"
Lake View,"41.9491,-87.6486"
Near West Side,"41.8748,-87.6864"
Irving Park,"41.9611,-87.7357"
Lincoln Park,"41.9322,-87.6586"
Lincoln Park,"41.9322,-87.6586"
Near North Side,"41.8902,-87.6262"
West Town,"41.9034,-87.6678"
Lincoln Park,"41.9182,-87.6569"
West Town,"41.9032,-87.668"
Lake View,"41.9401,-87.6455"
Loop,"41.8772,-87.6278"
Humboldt Park,"41.8955,-87.7062"
Lower West Side,"41.8579,-87.6688"
Near South Side,"41.8672,-87.6154"
Lake View,"41.9491,-87.6486"
West Town,"41.9126,-87.6814"
Rogers Park,"42.009,-87.6741"
West Town,"41.9094,-87.6779"
Lake View,"41.9437,-87.664"
Edgewater,"41.9836,-87.6692"
Loop,"41.881,-87.6241"
Lincoln Park,"41.9313,-87.6387"
Loop,"41.887,-87.6128"
Near South Side,"41.8563,-87.6134"
Lake View,"41.9367,-87.6368"
Near West Side,"41.8686,-87.6862"
Logan Square,"41.9202,-87.6927"
Near West Side,"41.8804,-87.6427"
,"41.8906,-87.6221"
Lake View,"41.9455,-87.6464"
,"41.8923,-87.612"
Loop,"41.884,-87.6247"
,"41.903,-87.6313"
Lake View,"41.9544,-87.648"
Near North Side,"41.8986,-87.6219"
,"41.8923,-87.612"
Loop,"41.8847,-87.6195"
Near South Side,"41.8672,-87.626"
Loop,"41.8908,-87.6186"
Loop,"41.8908,-87.6186"
Loop,"41.8794,-87.6298"
Near North Side,"41.894,-87.6293"
Lake View,"41.9493,-87.6545"
,"41.9488,-87.6753"
Near West Side,"41.8822,-87.6411"
Lower West Side,"41.855,-87.6757"
Lincoln Park,"41.9322,-87.6586"
Near North Side,"41.8946,-87.6321"
Lincoln Park,"41.9322,-87.6586"
,"41.8943,-87.6228"
Logan Square,"41.9267,-87.6977"
,"41.9023,-87.6277"
Lincoln Park,"41.9239,-87.6358"
Near South Side,"41.8672,-87.626"
Loop,"41.8728,-87.624"
Lake View,"41.9401,-87.6455"
Loop,"41.8763,-87.6292"
Near West Side,"41.8722,-87.6615"
Lincoln Park,"41.9137,-87.6529"
Loop,"41.8847,-87.628"
West Town,"41.9034,-87.6678"
,"42.0326,-87.6791"
West Town,"41.903,-87.6975"
Near West Side,"41.8624,-87.6511"
Near South Side,"41.8641,-87.6237"
Lincoln Park,"41.9287,-87.6538"
Uptown,"41.9616,-87.666"
Near West Side,"41.8822,-87.6411"
Near West Side,"41.869,-87.6591"
Grand Boulevard,"41.803,-87.6066"
Near South Side,"41.8579,-87.6245"
Lincoln Park,"41.9259,-87.639"
Loop,"41.8848,-87.6316"
,"41.8923,-87.612"
Loop,"41.8679,-87.623"
Uptown,"41.9734,-87.6678"
Near West Side,"41.8814,-87.6749"
,"41.8958,-87.6203"
Lake View,"41.9326,-87.666"
Lincoln Square,"41.9665,-87.6887"
Lake View,"41.9437,-87.664"
Lake View,"41.9437,-87.664"
Douglas,"41.8386,-87.6082"
,"41.8923,-87.612"
Lower West Side,"41.8575,-87.6463"
West Town,"41.9104,-87.6972"
Lake View,"41.9437,-87.664"
Loop,"41.881,-87.6241"
Lake View,"41.9402,-87.653"
,"41.8923,-87.612"
Lake View,"41.9455,-87.6464"
Near West Side,"41.8866,-87.658"
West Town,"41.9033,-87.6784"
,"41.901,-87.6238"
West Town,"41.8898,-87.6715"
Near North Side,"41.8977,-87.6235"
Loop,"41.8794,-87.6355"
,"41.8568,-87.6339"
,"41.8906,-87.6221"
Loop,"41.887,-87.6128"
,"42.0258,-87.6841"
,"41.8947,-87.6344"
Loop,"41.8674,-87.6323"
Near North Side,"41.894,-87.6293"
Lincoln Park,"41.9218,-87.6441"
Loop,"41.8842,-87.6296"
Lincoln Park,"41.9312,-87.6443"
Near West Side,"41.8624,-87.6511"
Uptown,"41.9716,-87.6502"
Lake View,"41.9437,-87.649"
